show cloud forcast in 1 hour in IA  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I'd like to watch Miss Congeniality  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Book me a reestaurant that is close in the country of Cocos Islands  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play music year 2016 by artist Michiru Yamane  [predicted:  GetWeather ; correct:  PlayMusic ]
I'm looking for you to get me Jack of Shadows.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
A Conspiracy of Paper deserves a solid 3  [predicted:  BookRestaurant ; correct:  RateBook ]
is Ce cher intrus at IMAX Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What does For All the Wrong Reasons look like  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
me and imelda want a reservation in Missouri at seven am  [predicted:  GetWeather ; correct:  BookRestaurant ]
show schedule for Cin cin  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play music from the playlist Late Night Jazz  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like to reserve a table in Northcote.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find a place for me to eat in Connecticut for 9 and a half months from now  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play the music from the playlist Get Lit  [predicted:  GetWeather ; correct:  PlayMusic ]
I need reservations in ND in the city of Briarwood for me and my colleagues.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Where is Bernardsville?  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
What is the cheapest price I can pay for the DVD called The Darkest Cloud?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please play songs by Lil Jon  [predicted:  GetWeather ; correct:  PlayMusic ]
Play music in the genre soundtrack  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I feel that Sons and Lovers deserves a rating of 2.  [predicted:  BookRestaurant ; correct:  RateBook ]
my rating for Some Doves and Pythons is four  [predicted:  BookRestaurant ; correct:  RateBook ]
Could I download Chavez: Inside the Coup?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Want to add pacific ocean blues to the playlist named lunch  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Can you make a reservation for next year in Modesto for joanna and ella  [predicted:  GetWeather ; correct:  BookRestaurant ]
When and where is DistroWatch playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Help me locate The Tristan Betrayal  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
SCORE:  2971 / 3140  ( 0.9461783439490445 )
add ths album to my Pachangueo Total  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Help me find the work titled SingStar Take That  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
is Ce cher intrus at IMAX Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
i want to watch The Shamrock Handicap right now  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
my rating for Some Doves and Pythons is four  [predicted:  BookRestaurant ; correct:  RateBook ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
fimd Glory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Book The Crown at Whitebrook in the Solomon Islands for Dec. the twenty-third, 2029.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I'd rate Days of Blood and Starlight a 4  [predicted:  BookRestaurant ; correct:  RateBook ]
What are the showtimes for Boy of Mine  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you get me a reservation at WWE The World around Av U  [predicted:  GetWeather ; correct:  BookRestaurant ]
Help me find Where the Wild Things Are  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear something eclectic  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like to eat at ten PM. anywhere neighboring to our house  [predicted:  GetWeather ; correct:  BookRestaurant ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  GetWeather ; correct:  PlayMusic ]
Can you let me know where I can watch The Nest?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can I get a table at The Fort?  [predicted:  GetWeather ; correct:  BookRestaurant ]
Include stefanie in Pre-Party R&B Jams  [predicted:  GetWeather ; correct:  AddToPlaylist ]
give me a list showtimes for The Night of Taneyamagahara  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please find the work titled Talking to Heaven  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is Winged Victory showing anywhere in one minute?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I am looking for a creative work called Something Warm  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear music off my Indie Festival playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to dine in Luray  [predicted:  GetWeather ; correct:  BookRestaurant ]
Book me a table at a Tartinery Restaurant not far from my home in Elk Rapids.  [predicted:  GetWeather ; correct:  BookRestaurant ]
find Chained Heat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find a table close by in the downtown area for sherri and I  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play Elizeth Cardoso to my Nothing But A Party R&B playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can you find the creative works associated with Caryl & Marilyn: Real Friends  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play music by artist mark ashley  [predicted:  GetWeather ; correct:  PlayMusic ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time is a movie in the neighbourhood  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is there any way to see Tailspin Tommy in the Great Air Mystery  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
my indietronic playlist needs until the end of time added  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Put the joy division the complete bbc recordings on 40 hits  [predicted:  GetWeather ; correct:  AddToPlaylist ]
find a saga with 0 rating called Poems for Midnight  [predicted:  SearchCreativeWork ; correct:  RateBook ]
Check the movie timings for Cracked Nuts at Southern Theatres.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play me East Side Story  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Book COVA in Frisco City for me and therese at eight pm  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I find the creative works The Very Best of Simply Red  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you play something off Johan Larsson's Travelers And Thieves  [predicted:  GetWeather ; correct:  PlayMusic ]
book The Kegs Drive-In in 37 weeks  in Saudi Arabia  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Will I Think I Do be playing at 7 PM?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to book a place to eat in NY.  [predicted:  GetWeather ; correct:  BookRestaurant ]
The enamorándose playlist needs another album.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
What is Dear Old Girl Cooper Foundation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
at two am, I need reservations for my friends and I at Irma Hotel.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Is Worms Will Turn running at any movie hall?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
The feel good indie rock playlist needs another song  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want to see Far Cry Vengeance  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When can I go see The Untold Story?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you check the timings for Super Sweet 16: The Movie?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is Love Is a Ball playing right now?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
book Itsu for Tonight  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where and when can I see The Image Makers  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play The Crowd: A Study of the Popular Mind soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time does the next movie play around here  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play The New Noise Theology E.P.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Give me the showtimes for Sign of the Anchor.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'm looking for the work titled Converging Conspiracies  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play used to love her to my this is animal collective playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Include Brandon Paris in The MetalSucks Playlist  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Book Georgetown Cupcake in Keller for tea time.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
The Forest should be rated a four  [predicted:  BookRestaurant ; correct:  RateBook ]
What are the current showtimes for Love Fiction?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is American Primitive showing in Santikos Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
what day does the movie Star of the Circus play at ten PM  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please play playlist TODO REGGAETON  [predicted:  GetWeather ; correct:  PlayMusic ]
therese, clara and I want to go to the Tennessee Ridge  [predicted:  GetWeather ; correct:  BookRestaurant ]
I need to see Cristo in India  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
show cold weather forecast in five hours and 1 minute in Hokendauqua, Mongolia  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Find a creative work called Fire in the Hole  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Make a reservation for eunice thompson and elisa martin in the Virgin Islands in one minute.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please search the title The Twilight Saga: Breaking Dawn Part 2.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find lesley's epic classical playlist and add this tune  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
find Mysterious Castles of Clay  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need to add baro ferret to the Urban Hits under my name  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I need to book a table at Bridge Round House in South Dakota for me, emily and gena  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play Rock This playlist with Badonviller Marsch  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Where can I listen to Willy and the Poor Boys  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Reserve a place to eat on march fifteenth in China within the same area.  [predicted:  GetWeather ; correct:  BookRestaurant ]
melba and I want to dine in Barbados next Jun.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to read Mad Money  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear that tune from 2010  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Will you play my Nuestros 80 playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
The Get Going playlist needs another song.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want to hear something from the top-fifty by Jose Pasillas  [predicted:  GetWeather ; correct:  PlayMusic ]
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need to get seats for me and my ex wife to eat in Egypt.  [predicted:  GetWeather ; correct:  BookRestaurant ]
find Italy Has Awakened at a Goodrich Quality Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find Invisible Child at Southern Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book a restaurant reservation for me and my child for 2 Pm in Faysville  [predicted:  GetWeather ; correct:  BookRestaurant ]
I give a 4 to 3 Willows: The Sisterhood Grows.  [predicted:  BookRestaurant ; correct:  RateBook ]
I want you to add must b 21 to acoustic covers the mash ups.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I'd like a reservation at a place in Iran for neva, alice and maggie parker.  [predicted:  GetWeather ; correct:  BookRestaurant ]
The Hot House playlist needs another album  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Please reserve a spot at Ballachulish House.  [predicted:  GetWeather ; correct:  BookRestaurant ]
To the travelling playlist, please add this David Gahan song.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Can you reserve a table within the same area as the AMerican Samoa for me and my mom  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to see Breathless  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Kebab Connection  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Let me get reservations at a place neighboring Indonesia on August the nineteenth.  [predicted:  GetWeather ; correct:  BookRestaurant ]
include pat smear on Guest List Engadget  [predicted:  GetWeather ; correct:  AddToPlaylist ]
is there a Chinese Wikipedia  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I need a table in one hour from now at somewhere not far from LA  [predicted:  GetWeather ; correct:  BookRestaurant ]
reserve a table at Bear Hotel around Finsbury Park  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please give me information on when Prisoner of Zenda will be shown.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play the last Wellman Braud album relaesd  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please play an album from 1987  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
