find The Bride  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
give me something from the fifties  [predicted:  RateBook ; correct:  PlayMusic ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Can this song get added to lunchtime?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
i want to listen to Say It Again by Blackstratblues  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Will it be hot in the current place two hundred fourteen days from now?  [predicted:  RateBook ; correct:  GetWeather ]
please book a room in Spaghetti Warehouse for catalina, delores and brandie mendoza at 12 AM  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I get Intel Array Building Blocks  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can ten green bottles be added to brooklyn beat?  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I'd like to see the book City University of Hong Kong Law Review  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find Heat Wave  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you get me the All Night Long 3: The Final Chapter novel?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Can you pull up the American Music Awards of 1975  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find On Dress Parade  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Rate trailer Geek Chic  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to some Aaliyah  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want lance king in my list called One Love  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Go to The Devil in the Deal:50 Secrets to Successful Dealmaking  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Half a Truth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Go to Mick Fleetwood on my Vimeo  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play me the song Just to See You Smile.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
my té para tres needs Brave and Crazy added on.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Can you pull up Channel M News  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you locate The Crucible of Man: Something Wicked Part 2 novel?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
rate Over the Edge a three  [predicted:  GetWeather ; correct:  RateBook ]
The A Mighty Fortress series should be rated a two  [predicted:  BookRestaurant ; correct:  RateBook ]
find To Each His Own Cinema, an album  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Is it supposed to rain nearby my current location at 0 o'clock?  [predicted:  RateBook ; correct:  GetWeather ]
Play me the soundtrack for Nothing Personal.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Include Hermann Baumann in my Texas Red Dirt list  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Who published the novel JamesEdition?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please make a booking at Sonoy in Montague, LA.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to see the trailer for No One  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to read the novel Alone at the Microphone  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I wanna listen to Electroclash  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
read the book Journal of the Bombay Natural History Society  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
play the game Piety Street  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it be foggy in 1 hour and 1 minute from now in OK  [predicted:  RateBook ; correct:  GetWeather ]
this track should get added to Spain Top 50  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Starting in one minute, please give me a hourly update as to whether it is foggy in Hallsville, Wallis and Futuna  [predicted:  RateBook ; correct:  GetWeather ]
Play a trailer for Give It All  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Put any 1972 record on.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find time for Ace of the Saddle  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch the TV series Sailor Moon SuperS: The Movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
show fog conditions at 7 am in NH  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find Hear Me Good  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to listen to mark rae  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
rate Mus of Kerbridge a one  [predicted:  GetWeather ; correct:  RateBook ]
will it be sunny in my current place at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
Please anything good by Chieko Ochi  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
rate the book series Sons of Destiny a five  [predicted:  BookRestaurant ; correct:  RateBook ]
Plays some akb48 on Youtube  [predicted:  GetWeather ; correct:  PlayMusic ]
The ultimate 90s needs avant que l’ombre à bercy in it.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Will you pull up my Jueves de Antaño playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to listen to the album going back to the blue ridge mountains on iheart  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the TV series Effortless Regurgitation of Bright Red Blood  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see Confessions of an Indian Teenager  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find me a movie with the name Oshin  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Is there rain in Nauru at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
In seven hours from now will it rain at my current place  [predicted:  RateBook ; correct:  GetWeather ]
SCORE:  3007 / 3140  ( 0.9576433121019108 )
Is there any way to see Tailspin Tommy in the Great Air Mystery  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to the Music of Ghost in the Shell: Stand Alone Complex  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
in 17 minutes  will it be foggy in Songimvelo Game Reserve  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I'd like to see the painting Empire of Two Worlds  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When and where can I see A Film with Me in It  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see Getting There: Sweet 16 and Licensed to Drive  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate Over the Edge a three  [predicted:  GetWeather ; correct:  RateBook ]
Show me when and where I can see Song of Summer  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is You Will Meet a Tall Dark Stranger at Bow Tie Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Find the schedule for A Kiss Before Dying.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
For the book Icon of Evil  I rate a 2  [predicted:  BookRestaurant ; correct:  RateBook ]
Find the schedule for Metallica Through the Never.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When can I see The Crew of the Dora  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give me an album from 1972 to listen to.  [predicted:  RateBook ; correct:  PlayMusic ]
I think that this book deserves a 3  [predicted:  BookRestaurant ; correct:  RateBook ]
Can you get me the Message from God saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Whens the next showing of The Game of Their Lives  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Sympathy for the Devil  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play a tune or two from Kansas City, Missouri  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
rate The Knife That Killed Me a three  [predicted:  GetWeather ; correct:  RateBook ]
Start playing something from Iheart  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I want maximilian mutzke added to Acoustic Concentration  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Can i get todays showtimes for Le Flic de Beverly Hills 2?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it get rainy like last March in Hagerman, Saint Vincent and the Grenadines?  [predicted:  AddToPlaylist ; correct:  GetWeather ]
Rate Gota’s War a one  [predicted:  GetWeather ; correct:  RateBook ]
rate the book A Girl, a Man, and a River a five  [predicted:  BookRestaurant ; correct:  RateBook ]
Please open Zvooq  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to see The Da Vinci Code  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
when can iw atch Great Balls of Fire! - Vampate di fuoco  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
can you put on Like A Hurricane by Paul Landers  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find the schedule for Stacey.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Check which cinema currently runs When the Last Sword is Drawn.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can i see Love Me Tonight  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for Grand Canyon Trail.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Live In L.aJoseph Meyer please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Is it possible to see Seed of Chucky  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where is Mother and Child plkaying  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Rate The Bell Curve a three.  [predicted:  GetWeather ; correct:  RateBook ]
Play my Black Sabbath: The Dio Years playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see Jacksonville Daily Progress saga  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What does For All the Wrong Reasons look like  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
listen to Pmd symphony  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
What are the timings for Starship Troopers 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
A Conspiracy of Paper deserves a solid 3  [predicted:  GetWeather ; correct:  RateBook ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Lets go eat in Friday 43 days from now  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I'd like to have southeastern brazilian at the pub in Dominica  [predicted:  GetWeather ; correct:  BookRestaurant ]
find The Watcher at United Paramount Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Open youtube  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Plpay my Disco Fever playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find Mahalakshmi Iyer music on Netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need a diner  [predicted:  GetWeather ; correct:  BookRestaurant ]
Can my electro sur have this song added to it?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to hear music off my Indie Festival playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
rate The Plutonium Files a five  [predicted:  GetWeather ; correct:  RateBook ]
use Vimeo to play De Camino a Clase playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Rat Short Trips: A Christmas Treasury a 3  [predicted:  GetWeather ; correct:  RateBook ]
I need to hear a thirties soundtrack  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to the latest ballad from Ira Losco  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play the best album from the seventies  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to hear the soundtrack for Just Once in My Life.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find the movie Ircle  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to listen to opera on Youtube  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to go to the Freight House in Gabon  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Lets go far to The Wolseley in Maine  [predicted:  GetWeather ; correct:  BookRestaurant ]
find National Amusements with Honey, I Shrunk the Kids  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I get The Marine 2 showtimes.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to listen to an ep from 1998.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
On oct. 26, I will need to make reservations to eat in Halibut Point State Park.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Rate The Tritonian Ring zero  [predicted:  GetWeather ; correct:  RateBook ]
rate Mus of Kerbridge a one  [predicted:  GetWeather ; correct:  RateBook ]
Will it be cloudy one hour from now in my current position  [predicted:  RateBook ; correct:  GetWeather ]
when can I see Dead Snow  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is it cloudy in the same area of Lynn Shore Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play the best sort by Jan Robbe on pandora  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Rate Gota's War a one  [predicted:  GetWeather ; correct:  RateBook ]
Lets go to the Rainforest Cafe that is in the same area as 135th St  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
I want to hear the new Latin Pop Rising list  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Put What Color Is Your Sky by Alana Davis on the stereo.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for Heart Beats.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where is No Sleep til Shanghai showing in three hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Lets eat at Newport Creamery in Carnot  [predicted:  GetWeather ; correct:  BookRestaurant ]
