Search for Appalachian Journey  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play a fifties album from Dj Yoda on Last Fm.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
what time can i see Older Office Lady: Using Her Seductive Tongue at Star Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Mahalakshmi Iyer music on Netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
rate the book The Guernsey Literary and Potato Peel Pie Society a five  [predicted:  BookRestaurant ; correct:  RateBook ]
Will it be overcast in my current location at twelve PM.  [predicted:  RateBook ; correct:  GetWeather ]
Let me know when I can watch Actrices.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is Without Witness playing twenty two hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play Another Time  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please play something on Iheart from artist Ari Gold last album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
can you put on Like A Hurricane by Paul Landers  [predicted:  GetWeather ; correct:  PlayMusic ]
put this tune on Guest List TaKe  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to see Those Kids from Town, when will it be showing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Careless Love  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to watch Ghosts of the Abyss at Kerasotes Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Lost in Space  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Include stefanie in Pre-Party R&B Jams  [predicted:  GetWeather ; correct:  AddToPlaylist ]
SCORE:  2875 / 3129  ( 0.9188239054010866 )
i want to listen to Say It Again by Blackstratblues  [predicted:  GetWeather ; correct:  PlayMusic ]
Add Candlelight to my House Afterwork playlist.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Is it going to be nice at 6 AM at Chippewa Lake  [predicted:  RateBook ; correct:  GetWeather ]
find Fox Theatres with The Caretaker  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
For the book Icon of Evil  I rate a 2  [predicted:  BookRestaurant ; correct:  RateBook ]
show the schedule of Unborn but Forgotten  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to listen to Tom Cochrane's 1990 ep on Zvooq.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I wanna listen to Electroclash  [predicted:  GetWeather ; correct:  PlayMusic ]
When can I see Ghost World  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Locate the best pub in Apache Junction  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to see Sympathy for the Devil  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When can I go see The Untold Story?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give me something from the fifties  [predicted:  GetWeather ; correct:  PlayMusic ]
find The Colour of the Chameleon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is 楽園追放 -Expelled from Paradise-  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Let me hear the Live From The Ghetto album by Beau Jocque.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need some Hardcore Hip Hop  [predicted:  GetWeather ; correct:  PlayMusic ]
Lets go eat in Friday 43 days from now  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I see Getting There: Sweet 16 and Licensed to Drive  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
add The Little House We Built onto mucho rap  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
I am looking for The Complete Fillmore East Concerts  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
i want to watch The Shamrock Handicap right now  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Two Gladiators playing  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to hear Shooby Taylor's Tearing Up The Album Charts.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
forecase for Ohio in twenty one hours and one second  [predicted:  RateBook ; correct:  GetWeather ]
I'd like to eat in Montana on 10/22/2030  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
this track should get added to Spain Top 50  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Where can I see The Prime Ministers: The Pioneers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Let me listen to The Music Of Nature album by Paul Draper.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
is it possible to see Corn at eleven A.M. at Loews Cineplex Entertainment  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play trailer of Do Whatever Turns You On  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Man Like Me by heather b.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
is Ce cher intrus at IMAX Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
What will it be like in six PM at the current place  [predicted:  BookRestaurant ; correct:  GetWeather ]
Book the Bobcat Bite in the Isle of Man for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
find Andreas Hofer at elevenses  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What are the showtimes for Beware! The Blob at Plitt Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look up The Making of Milwaukee  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Let me hear Wintley Phipps top fifty album.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Mysterious Castles of Clay  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to take me and my momy to eat in Flossmoor  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
put A L Lloyd on gaming anthems  [predicted:  GetWeather ; correct:  AddToPlaylist ]
add Butterfly House to nu metal  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I'd like to watch Monk Comes Down the Mountain  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is The Cave Canem Demos photograph?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
what film to see at ArcLight Hollywood  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I get the showtimes for Fit for a King?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to see JLA Adventures: Trapped In Time  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Shattered Image.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
book a masala bar on march 6, 2034  [predicted:  RateBook ; correct:  BookRestaurant ]
I need a novel about Polymer Chemistry.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play something on my Classic Jazz Funk playlist on Zvooq  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What time will Paris by Night aired  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Add Spanish Harlem Incident to cleaning the house  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Play a top five Jonny Buckland symphony from around 1989  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I would like to hear music from 1993  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I need a popular moroccan cafeteria  [predicted:  PlayMusic ; correct:  BookRestaurant ]
play Blind Company  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you play something off my Kids Workout playlist on Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
me and edith want to eat in Coventry Lake  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Look for Conducting from the Grave  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find a coffeehouse in Illinois for three  [predicted:  GetWeather ; correct:  BookRestaurant ]
I would like to put taylor dayne on the pop 4 kids list  [predicted:  BookRestaurant ; correct:  AddToPlaylist ]
I'd like to have southeastern brazilian at the pub in Dominica  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find a reservation at Fish Express  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like for this song to be added to the new waltz.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
play the song Red Lanta  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
How temperate will it be in Blyde River Canyon Nature Reserve on jul. the 18th?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Is The Unnaturals showing at 13.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
is One Night Surprise at the cinema  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to hear La Jaula De Oro by Mc Ren on Google Music.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
what time can i see The Half Naked Truth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be overcast at lunch time in Saint Vincent and the Grenadines  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want to see Michel Strogoff  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
when can i see We and Our Mountains  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Do you know of a song by the Mande Studies Association?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Add to playlist i love my neo soul the name national treasure book of secrets  [predicted:  BookRestaurant ; correct:  AddToPlaylist ]
Help me locate The Tristan Betrayal  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Start playing something from Iheart  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where can I listen to the song The Imposter?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When and where can I see A Film with Me in It  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play The Lure of the Mask song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Could I download Chavez: Inside the Coup?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Put gregory douglass in Halloween Teens please  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to see Teeny Little Super Guy at Malco Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
which day this week will it get chilly in Palmetto, IN  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
My group of seven wants to eat at Yogurt Mountain in Slick tonight.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I would like to hear a song by Tim Reynolds  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
She me the Sons of Satan Praise the Lord picture  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find War & Peace Vol. 1  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I buy a Barometer Clock  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time does Military history of African Americans play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
book at Dutchess Manor in Portugal for 6  [predicted:  RateBook ; correct:  BookRestaurant ]
find a painting called The Wipers Times  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find The Bride  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to listen to mark rae  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
The trapaholics needs another artist added.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
I want to listen to the song The Loving Spirit  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
me and my niece want to eat somewhere close by Hopatcong  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find me the song 2 Fast 2 Furious  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Play a fifties album from Dj Yoda on Last Fm.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I buy the soundtrack Bridge of Souls  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to know when I can see The Taking of Flight 847: The Uli Derickson Story at Amco Entertainment.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what theater is showing Trouble in Paradise at 00:45 am  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When can I see The Crew of the Dora  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What will the humidity be in the current spot at 15:19:29?  [predicted:  RateBook ; correct:  GetWeather ]
I want to hear Richard Falomir's best song on Pandora  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to see Married to the Enemy 2 at a cinema.  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Lets go far to The Wolseley in Maine  [predicted:  GetWeather ; correct:  BookRestaurant ]
Include golden boy in Pop Dance  [predicted:  GetWeather ; correct:  AddToPlaylist ]
What are the showtimes for Boy of Mine  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to hear the Live At Slane Castle album by Haifa Wehbe  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
me, bobbie and colette want to go to The Peak Lookout in Felicity  [predicted:  PlayMusic ; correct:  BookRestaurant ]
Play The Lousy Dance trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch films at Marcus Corporation at twelve P.M.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me showtimes for A Christmas Story starting at eleven o'clock.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch The Holy Office at Cooper Foundation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
table for 6 at a brasserie  [predicted:  RateBook ; correct:  BookRestaurant ]
Can you locate the saga for the Ringo Sheena discography  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find soundtrack titled The House of the Yellow Carpet  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
See if Netflix has the Lightspeed Champion album boris  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
show weather while Sunset in the same area in South Carolina  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Is F.I.S.T. at Malco Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
me, maggie and ellen want to eat at Lentil as Anything  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
