what will be the temperature 1 minute and 8 seconds from now in Green Bottom Wildlife Management Area  [predicted:  BookRestaurant ; correct:  GetWeather ]
find the movie Take Another Picture  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Partners in Action at Dickinson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Baby Workout  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Andreas Hofer at elevenses  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find the movie Chaos Is Me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I purchase the Twenty Chickens for a Saddle saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play Print the Legend soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play me an album by Lunchbox  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Myth II: Soulblighter  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Looking for novel Build Engine  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time is 楽園追放 -Expelled from Paradise-  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Give me some Musica Post-industriale from Groove Shark  [predicted:  GetWeather ; correct:  PlayMusic ]
find Italy Has Awakened at a Goodrich Quality Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show movie The Skeptic – Das teuflische Haus  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to go see A Simple Noodle Story in seventeen seconds at Goodrich Quality Theaters.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Search for Appalachian Journey  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to Foreign Affair.  [predicted:  GetWeather ; correct:  PlayMusic ]
Play The Lure of the Mask song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
what time can i see The Half Naked Truth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What are the current showtimes for Love Fiction?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Can you find me The Ridiculous 6 book?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play Nightbirds on Nantucket soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play If You Go  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need a SOUNDTRACK FOR STUDY purposes.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to see The River of Stars TV series  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Look up The Collection Volume One novel  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I'd like to see Level Headed  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Search for The Dark Side of the Mind movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear the album Live In Munich by Laura Love.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find The Angry Birds Movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I need a novel about Polymer Chemistry.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Search for the Exiles of Time book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
where can i see A Slice of Life  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Rate the Nova Scotia: New Scottish Speculative Fiction saga a 5  [predicted:  GetWeather ; correct:  RateBook ]
What time does A King in New York play in Malco Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see The Somme starting at 16:01:04?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
casey and I will be in Kentucky for food  [predicted:  GetWeather ; correct:  BookRestaurant ]
Where can I listen to the song The Imposter?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
search for movie Turn Back the Clock  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Quiet Night In  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Search for the Complots  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to see weather conditions for Ennis.  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
What time could I see A Mile in His Shoes?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Buy Cannabis painting  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find 16 starting time for Heavenly Body  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is the song The Beast from 20?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Colour of the Chameleon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Reserve me seating midday at Bear Hotel  [predicted:  GetWeather ; correct:  BookRestaurant ]
Could I download Chavez: Inside the Coup?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch Monk Comes Down the Mountain  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Man Who Won playing at 6 P.M.?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
restaurant scandinavian in Grenada  [predicted:  GetWeather ; correct:  BookRestaurant ]
Can you get me a table reserved for three hundred thirty three days from now for eight people at a highly rated fast food place that serves north indian food not distant from Moores Mill  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I want the song Phrazes for the Young  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to read the book Between a Rock and a Hard Place  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Pull up Mafia: The City of Lost Heaven  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the album Magical Girl Lyrical Nanoha StrikerS  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Is it possible to see The Day of the Jackal at Pacific Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to watch Wish You Were Dead  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I watch Gaddar: The Traitor?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find Three in the Attic  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Wish to find the movie the Heart Beat  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I buy a Barometer Clock  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
therese, clara and I want to go to the Tennessee Ridge  [predicted:  GetWeather ; correct:  BookRestaurant ]
play Tales from the Organ Trade  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need a book called Student Demonstration Time  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
show chillier conditions next week in Camp Bird  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Can I get the showtimes for The Man Who Could Talk to Kids?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see Jack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
is Terminal Station at Cinemark Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where can I locate Leo the Lion for purchase  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
put my raining playlist on  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch Demolition Man at 11:09 PM  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When is City of Angels playing?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play the Putrefactive Infestation trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Include hohenfriedberger marsch to my Novedades Pop list.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
find the movie You Must First Learn to Draw the Real  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Invisible Child at Southern Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate this book a five.  [predicted:  BookRestaurant ; correct:  RateBook ]
I'd like to watch Broadway Nights at Megaplex Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Plau me the song The French Chef  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I get the album So Fresh: The Hits of Spring 2011  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Find the schedule for Ghost World.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give me the showtimes for Down Where The Buffalo Go at Amco Entertainment  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please include danni bassan in my Perfect Concentration  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I would like a cafeteria at 10:41:51 am for seven  [predicted:  GetWeather ; correct:  BookRestaurant ]
I need seats for 6 at CHAR No.4 in Georgia  [predicted:  RateBook ; correct:  BookRestaurant ]
Will it be foggy in 1 hour and 1 minute from now in OK  [predicted:  RateBook ; correct:  GetWeather ]
How cold is it around the current location now?  [predicted:  RateBook ; correct:  GetWeather ]
I want to see the book, The Mailroom: Hollywood History from the Bottom Up  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to listen to the song The Loving Spirit  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I want to read the novel Pokémon the Movie: Black—Victini and Reshiram and White—Victini and Zekrom.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What time will Paris by Night aired  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play song Softly  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see the movie Across the Line: The Exodus of Charlie Wright?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
I want to World of Warcraft: Tides of Darkness  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find The Branded Woman  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for Conducting from the Grave  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
give me some Hank Shermann from 1975 on Lastfm  [predicted:  GetWeather ; correct:  PlayMusic ]
When can I watch Alice: A True Story at AMC Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When will The Honor of an Outlaw be showing?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find Vegucated starting at zero pm  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch Army at Wanda Group  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
For the book Icon of Evil  I rate a 2  [predicted:  BookRestaurant ; correct:  RateBook ]
Is it going to be cloudy in my current spot for dinner?  [predicted:  RateBook ; correct:  GetWeather ]
Play Keep Your Right Up song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you locate the novel, Ismol Family  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Look up The Making of Milwaukee  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I view the photograph Dinosaur from the Deep?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to eat at Old Dutch in 15 seconds in Northern Mariana Islands  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play Everybody Wins trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Give me some info on when Hands Across the Border will be laying at the cinema.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need a time of 21 minutes from now for here  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Showtimes for Medal for the General  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play the game Sugarfoot  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to play the game The Carny  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see Snowball Express  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
I want tables for 6 at a kosher steakhouse around Kosovo  [predicted:  RateBook ; correct:  BookRestaurant ]
Do you know of a song by the Mande Studies Association?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to watch Fist of the North Star 1 minute from now  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Find me a creole restaurant  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
read the Black-Body Theory and the Quantum Discontinuity novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the song Shamus  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is Just Like in the Old Country  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch Take This Waltz  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
show Thousand Miles movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to watch In High Places  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Find a restaurant in FM that servec quiche  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find The Press of Atlantic City movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find me the showtimes for How to Commit Marriage.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find a pub for me in FM  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
can i lesten to the latest album of T-bone Burnett  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the Food Uncut soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time can I watch Son of Rambow Tonight at Fox Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Fox Theatres with The Caretaker  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
