I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find time for The Thirty Nine Steps  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I locate Leo the Lion for purchase  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time does A King in New York play in Malco Theatres  [predicted:  AddToPlaylist ; correct:  SearchScreeningEvent ]
I want tables for 6 at a kosher steakhouse around Kosovo  [predicted:  RateBook ; correct:  BookRestaurant ]
find Fox Theatres with The Caretaker  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to go see A Simple Noodle Story in seventeen seconds at Goodrich Quality Theaters.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to have southeastern brazilian at the pub in Dominica  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play a fifties album on Itunes.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you get me The Education of Little Tree song?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
What time will Paris by Night aired  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
renee sanders, marlene and jewel want to go to a gastropub in the spa  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where and at what time can I see Paragraphe 78  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Get me the Secret South song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the Ghostly Swim 2 book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
what time can i see Girls to Marry  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where is All Night Long 3 playing 1 hour from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
When and where is Invitation to the Waltz playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for Brick.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm looking for The Music of Nashville: Season 3 saga  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Is The Missing Clerk playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When is The Blood of Others playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show freezing forcast now within the same area in North Dakota  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Can you find the novel Stoneage Romeos  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where did the painting Highs in the Mid-Sixties go?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can I get the showtimes for The Man Who Could Talk to Kids?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the Food Uncut soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Keep Their Heads Ringin’  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is Convoy Busters playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please locate Sad Love Story novel for me.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What painting is on The Cure discography?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Show me the forecast for Anatone Louisiana on November 7th  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want the song Phrazes for the Young  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When can I watch Alice: A True Story at AMC Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please get me seating at the tavern in Red Lick, Michigan  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
is Las aventuras de Zachary Beaver at Harkins Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is Between Tears and Smiles playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me schedules to see A Film with Me in It.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is Dive Bomber playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Sort to the last song on playlist from 1983 a chant by Mark Oliver Everett  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play me East Side Story  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch Army at Wanda Group  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Belle of the Yukon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the album Winner Takes All by Takuro with Last Fm  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the Ricky Wilson album Spectral Dusk  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch Take This Waltz  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I buy the Something Borrowed saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find time for Enkitta Mothathe at Pacific Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where is Road to the Stage playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give me some info on when Hands Across the Border will be laying at the cinema.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find the novel A Civil War: Army vs. Navy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find Captain Kronos - Vampire Hunter.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Johnstown Flood playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to find a nice coffeehouse in South Burlington Illinois  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find me the novel, Between the Rivers.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Acreative work with the title At the Cafe Bohemia  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you look up the Molecular Oncology saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I read the book The Omega Stone?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Get a chimichanga meal at a bakery  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please search the title The Twilight Saga: Breaking Dawn Part 2.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Partners in Action at Dickinson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look up Applied Linguistics  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
restaurant named The Palm in Tennyson MI  [predicted:  GetWeather ; correct:  BookRestaurant ]
play the Discografia de The Pretty Reckless saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'm wondering when I can see Hurry Sundown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where is The Penthouse playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
casey and I will be in Kentucky for food  [predicted:  GetWeather ; correct:  BookRestaurant ]
Show me the movie Operetta for the Theatre Organ  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Give me a list of films at AMC Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play the best Becca  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
search for the album Frog and the Birdsong  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I see The Somme starting at 16:01:04?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Reserve a place to eat on march fifteenth in China within the same area.  [predicted:  GetWeather ; correct:  BookRestaurant ]
What films are scheduled around here?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is Atlantis, terre engloutie playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it feel nicer in Finland or New Mexico today  [predicted:  PlayMusic ; correct:  GetWeather ]
Where the The Housemaid playing and when  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play my Black Sabbath: The Dio Years playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play a trailer for Sencha Touch  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time can I watch Son of Rambow Tonight at Fox Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to play the game The Celestial Hawk  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Go to the movie Welcome to Tokyo  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play The New Noise Theology E.P.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
where can i see A Slice of Life  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you get seating for 1 person at a cafeteria in Pauls Crossroads  [predicted:  GetWeather ; correct:  BookRestaurant ]
What time is The Face in the Moonlight showing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What's the weather going to be like near Sawtooth National Recreation Area at 2 pm?  [predicted:  BookRestaurant ; correct:  GetWeather ]
What time is In Old New Mexico showing today?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Locate me the novel entitled Isthmus.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find me showtimes for A Christmas Story starting at eleven o'clock.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please find the schedule for Jappeloup at Bow Tie Cinemas.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the weather prediction for Camdeboo-Nationalpark for jan. eleventh, 2037.  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Can you search Miracle in the Rain?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find On Dress Parade  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give ma list of films at Harkins Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find a reservation in Deweese for my sister and I  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please look up the Utility Directory album.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Book the Slippery Noodle Inn in Gober.  [predicted:  GetWeather ; correct:  BookRestaurant ]
find Long Walk to Forever, a novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Blood and Bones  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
does Red e Toby nemiciamici start thirteen hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Search for Appalachian Journey  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
When and where is Nefertiti, Queen of the Nile playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see the novel An Inquiry into the Good  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find Whosoever Shall Offend at Showcase Cinemas  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to the song Only the Greatest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Give me the showtimes for The Rum Diary at MJR Theatres at meal time.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to hear the sound track to Mary Macgregor new songs on Iheart  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Please make reservations for me and my roommate somewhere in Bouvet Island  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
play Live at Leeds  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where to buy book Bright Ambush  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play The Great Adventures of Slick Rick game  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find a movie called The Easy Way to Stop Smoking.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Look for All That Matters  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play me Memoirs of Modern Love: Curious Age  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch Mission to Mir  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
book me a restaurant in Aransas Pass in seventeen hours  [predicted:  BookRestaurant ; correct:  GetWeather ]
Please get seating for me and my children  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play a song from my workout playlist on Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Book the Fashion Café for elevenses.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please get me the Compulsive Disclosure song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please fine me, Ties That Bind.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch Demolition Man at 11:09 PM  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to go to the popular bistro in OH  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
book Guenther House for 6 on Oct. 24, 2035 in Waddy  [predicted:  RateBook ; correct:  BookRestaurant ]
Could you locate the Epic Conditions picture?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play an album from 1987.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play me the best Charles Neidich song  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you find me The Ridiculous 6 book?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What theater is playing Haunted Honeymoon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where is Puthri playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
listen to Pmd symphony  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to go to an outdoor cafe in Pioneer Day  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
find Heat Wave  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Print the Legend soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Branded Woman  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
look for the book The Girl Who Was Plugged In  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Book a table for 6 in Verona.  [predicted:  RateBook ; correct:  BookRestaurant ]
play The Sea Cabinet  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Locate a bakery in Rockport, Federated States Of Micronesia that serves olives  [predicted:  GetWeather ; correct:  BookRestaurant ]
Is The Matinee Idol 06:30 cinema sold out?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Let me get reservations at a place neighboring Indonesia on August the nineteenth.  [predicted:  GetWeather ; correct:  BookRestaurant ]
