Go to Your Heart Belongs to Me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Long Way To Go by Keita Tachibana  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play Isaac Yamma Slut  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Hughie Graham by Vidyadhar Vyas  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where is Chips in Crouch  [predicted:  GetWeather ; correct:  BookRestaurant ]
play Tales from the Organ Trade  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Moustapha Amar Make It Rain  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Can I see the show Heroes of Might & Magic 4?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show The Matrix Revolutions  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Noctámbulo playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Alone, Again from Mike Viola  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Can you tell me the forecast for East Falmouth, Hungary  [predicted:  BookRestaurant ; correct:  GetWeather ]
I need a novel about Polymer Chemistry.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play the last Wellman Braud album relaesd  [predicted:  RateBook ; correct:  PlayMusic ]
find Shanghaï Express  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play instrumental pop  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Will it be even hotter 2 years from now in El Jebel, Niger  [predicted:  BookRestaurant ; correct:  GetWeather ]
Find UNDER NIGHT IN-BIRTH  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play Elliot Easton's album Beautiful  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you please search Ellington at Newport?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play almost independence day by Vitas  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play me a song by Hank Thompson from Moa Anbessa  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play the song Little Robin Redbreast  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Friendship Way  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I would like reservations for Giodi's in Piper AZ.  [predicted:  GetWeather ; correct:  BookRestaurant ]
What are the showtimes for Boy of Mine  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play Pledge by Markus Grosskopf  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play No More Sorrow  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play If You Go  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find The Right Fight  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Please put an album by Joseph Meyer on my POP GOES THE 80s playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
What is Just Like in the Old Country  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play the album Wayning Moments by Rabbit Brown  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play Innovations by Kokia  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Can I get The Marine 2 showtimes.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
what is the October 19th forecast for Iran  [predicted:  BookRestaurant ; correct:  GetWeather ]
find Casting Crowns discography  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I need a painting called Brubeck Plays Brubeck  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find the show The Naked Gun  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please play playlist TODO REGGAETON  [predicted:  RateBook ; correct:  PlayMusic ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
find Boyish Story  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find the movie Don’t Break the Heart That Loves You  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find a novel called Testing Anywhere.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
What type of movie  is Houston Press?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find I Could Fall in Love.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  RateBook ; correct:  PlayMusic ]
I need to find Best of the West Rides Again  [predicted:  RateBook ; correct:  SearchCreativeWork ]
add ths album to my Pachangueo Total  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play Seaside by Don Cherry.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play the album alas y raíces by Dave Pybus.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I am looking for the creative work Rats: Night of Terror  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find Stained Glass Windows.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find Tortured Man  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Can you let me know where I can watch The Nest?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Put this tune on my get your mind right playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play a Scott Lafaro soundtrack  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find the show CarniK Con  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Could I download Chavez: Inside the Coup?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find an art called Cassidy.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play a cohesive playlist for me  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I would like to make a reservation for 2 for brunch.  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
Can you put some monifah on my disco fever playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Find Live at Bearsville Theater  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find The Coffin.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find a book called The Polish Bride.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play There Must Be More To Life Than This  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Show the Day the Earth Caught Fire movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you locate the work, Warlock 2: The Exiled?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find The Magical World of Roger Whittaker  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Can you help me find the work, The Sperm?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
show movie The Skeptic – Das teuflische Haus  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Karol: The Pope  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find Mysterious Castles of Clay  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Find Resurrection of Evil.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Will you play my Nuestros 80 playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find the movie Yoshimi Battles the Hip-Hop Robots  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find The Inspector for me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play primus  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play me an album by Lunchbox  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
How will the weather be on May 9 in Wyoming?  [predicted:  BookRestaurant ; correct:  GetWeather ]
play To Be Still  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find Join the Dots: B-sides and Rarities  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find The Valentyne Suite  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find She Monkeys  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find All About Aubrey.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find The Way West show  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Acreative work with the title At the Cafe Bohemia  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find Live at Bonnaroo.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play the track titled Faget  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
What's the forecast for right here  [predicted:  RateBook ; correct:  GetWeather ]
Find Pursuit of Radical Rhapsody  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Please fine me Worms Clan Wars.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play the album Killer Instinkt  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Show me My Princess  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Tyrants And Wraiths  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find the show We Chase the Waves  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
show creative work or Miami Vice Theme  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Show Force of Nature  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show The Blackberry Bush show  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find The Cerebellum book  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Please look up for Disney Universe.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
book Bullfeathers  [predicted:  RateBook ; correct:  BookRestaurant ]
play Say A Word by La India  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where can I find Thor Meets Captain America?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you play Crossover?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play Addicted To You by Hank Ballard  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Please give me information on when Prisoner of Zenda will be shown.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Find me The Wild Boys  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to see the show Onion SportsDome  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find the movie Chaos Is Me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Blind Company  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
How can I see the show Pulse 2: Afterlife?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Drowning with Land in Sight.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
in a week  make a reservation for a table of 7 in District Of Columbia  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play the album Shooting Silvio by Dave Sabo  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play Taiwan Is Good by Kotoko.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
What will be the weather like in Turks and Caicos Islands around dec. sixth, 2032?  [predicted:  BookRestaurant ; correct:  GetWeather ]
What's the weather forecast for Baker City?  [predicted:  BookRestaurant ; correct:  GetWeather ]
Where can I find The World According to Paris?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
when can iw atch Great Balls of Fire! - Vampate di fuoco  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play sugar baby by frank beard  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
book The Lake House for me and carmella  [predicted:  RateBook ; correct:  BookRestaurant ]
Play the song Long Live Love  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
show me PhotoScape  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find As Live as It Gets  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What does For All the Wrong Reasons look like  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'm trying to find Annunciation.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play Bliss Torn from Emptiness  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the Busco Un Pueblo album  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play One Way Ticket by Ray Kennedy.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Show me Then We Came to the End  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find the show Go with the Flow  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find book called Dreams and All That Stuff  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find The Gamble.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
show Thousand Miles movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Baby Workout  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please locate Sad Love Story novel for me.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find the show Portrait of Countess Karoly  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me Born in America?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find me Royal Astronomy  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find a novel called Twins of Evil.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find Digimon Next  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find me The Seven-Ups  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find If These Walls Could Talk  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find the show The Demi-Gods and Semi-Devils  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find The Tyrant  [predicted:  RateBook ; correct:  SearchCreativeWork ]
What will the weather be in Hillview?  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play Divine from Vinnie Roslin  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
SCORE:  2835 / 3140  ( 0.9028662420382165 )
Find the movie CURL  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play To Be Still  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play the song domino by Luca Turilli  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play rhythmic  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play the album Cara De Dios.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play artist Vlada Divljan from something he did that is good  [predicted:  RateBook ; correct:  PlayMusic ]
play Victoria Banks's album  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find the show The Sword of the Lictor  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Beavis and Butt-head  [predicted:  RateBook ; correct:  SearchCreativeWork ]
find the book Metallica Through the Never  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Help me find the work titled SingStar Take That  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play the album How Insensitive  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play Me Against The World from Glukoza  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I want to read Mad Money  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Please play playlist TODO REGGAETON  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What are the timings for Starship Troopers 2?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
play Piano 100  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Include the album by Arthur Rhames in Urban Poet  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play Chad I Ginsburg  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
