b'Apagar'  [predicted:  get ; correct:  delete ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Lista'  [predicted:  help ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'ok'  [predicted:  get ; correct:  ok ]
b'N\xc3\xa3o'  [predicted:  help ; correct:  cancel ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Listar'  [predicted:  get ; correct:  get ]
TIME:  0.00807499885559082
SCORE:  14 / 30  ( 0.4666666666666667 )
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
TIME:  0.006662845611572266
SCORE:  9 / 30  ( 0.3 )
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
TIME:  0.006948947906494141
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  help ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Gostaria de retirar'  [predicted:  help ; correct:  delete ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Remover'  [predicted:  help ; correct:  delete ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
TIME:  0.009034872055053711
SCORE:  12 / 30  ( 0.4 )
b'descadastrar'  [predicted:  help ; correct:  delete ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Lista'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
TIME:  0.007056236267089844
SCORE:  15 / 30  ( 0.5 )
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Lista'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
TIME:  0.0068111419677734375
SCORE:  12 / 30  ( 0.4 )
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
TIME:  0.006510734558105469
SCORE:  6 / 30  ( 0.2 )
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'tchau'  [predicted:  get ; correct:  bye ]
TIME:  0.00676417350769043
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'pacote'  [predicted:  get ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
TIME:  0.009058952331542969
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'ok'  [predicted:  get ; correct:  ok ]
TIME:  0.006858348846435547
SCORE:  8 / 30  ( 0.26666666666666666 )
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
