b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  help ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  help ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Meus itens'  [predicted:  help ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  help ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'Gostaria de registrar'  [predicted:  help ; correct:  add ]
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'Todas'  [predicted:  help ; correct:  get ]
b'adicionar objeto'  [predicted:  help ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  help ; correct:  get ]
b'Registrar'  [predicted:  help ; correct:  add ]
TIME:  0.006193876266479492
SCORE:  3 / 30  ( 0.1 )
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
TIME:  0.00609278678894043
SCORE:  5 / 30  ( 0.16666666666666666 )
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
TIME:  0.006220102310180664
SCORE:  6 / 30  ( 0.2 )
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'ok'  [predicted:  get ; correct:  ok ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Beleza'  [predicted:  get ; correct:  ok ]
TIME:  0.006982326507568359
SCORE:  6 / 30  ( 0.2 )
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
TIME:  0.0064470767974853516
SCORE:  12 / 30  ( 0.4 )
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Todos'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
TIME:  0.006220817565917969
SCORE:  12 / 30  ( 0.4 )
b'Novo'  [predicted:  get ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
TIME:  0.006125211715698242
SCORE:  6 / 30  ( 0.2 )
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Todas'  [predicted:  help ; correct:  get ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'cad\xc3\xaa'  [predicted:  help ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  help ; correct:  get ]
b'Quero cadastrar'  [predicted:  help ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  help ; correct:  bye ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Vai tomar no cu'  [predicted:  help ; correct:  bad ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  help ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'Todos'  [predicted:  help ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  help ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  help ; correct:  saymyname ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
TIME:  0.006165027618408203
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'adicionar'  [predicted:  help ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  help ; correct:  add ]
b'Eu quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'De que vc precisa?'  [predicted:  help ; correct:  help ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'adeus'  [predicted:  help ; correct:  bye ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  help ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'adicionar objeto'  [predicted:  help ; correct:  add ]
b'Encomenda'  [predicted:  help ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Muito obrigado'  [predicted:  help ; correct:  thanks ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'Entrega'  [predicted:  help ; correct:  get ]
b'Consultar'  [predicted:  help ; correct:  get ]
b'N\xc3\xa3o'  [predicted:  help ; correct:  cancel ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'Todos'  [predicted:  help ; correct:  get ]
b'rastrear um objeto'  [predicted:  help ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  help ; correct:  cancel ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Todas'  [predicted:  help ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastro?'  [predicted:  help ; correct:  help ]
b'consultar minha encomenda'  [predicted:  help ; correct:  get ]
TIME:  0.006150245666503906
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
TIME:  0.007751941680908203
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Beleza'  [predicted:  get ; correct:  ok ]
