b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
TIME:  0.007987737655639648
SCORE:  6 / 30  ( 0.2 )
b'Muito obrigada'  [predicted:  help ; correct:  thanks ]
b'parar'  [predicted:  help ; correct:  cancel ]
b'para'  [predicted:  help ; correct:  cancel ]
b'adicionar objeto'  [predicted:  help ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  help ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  help ; correct:  get ]
b'Meus objetos'  [predicted:  help ; correct:  get ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Todos'  [predicted:  help ; correct:  get ]
b'Muito obrigado'  [predicted:  help ; correct:  thanks ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Retirar'  [predicted:  help ; correct:  delete ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'Todas'  [predicted:  help ; correct:  get ]
b'Minhas encomendas'  [predicted:  help ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  help ; correct:  cancel ]
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'sai'  [predicted:  help ; correct:  cancel ]
b'N\xc3\xa3o'  [predicted:  help ; correct:  cancel ]
b'Remover'  [predicted:  help ; correct:  delete ]
b'tchau'  [predicted:  help ; correct:  bye ]
b'adeus'  [predicted:  help ; correct:  bye ]
b'adicionar'  [predicted:  help ; correct:  add ]
b'sair'  [predicted:  help ; correct:  cancel ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
TIME:  0.008104085922241211
SCORE:  1 / 30  ( 0.03333333333333333 )
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
TIME:  0.009701251983642578
SCORE:  10 / 30  ( 0.3333333333333333 )
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  get ; correct:  add ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
TIME:  0.013826131820678711
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Remover'  [predicted:  get ; correct:  delete ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'pacote'  [predicted:  get ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Ajuda'  [predicted:  get ; correct:  help ]
TIME:  0.019997835159301758
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'ok'  [predicted:  get ; correct:  ok ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Todas'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
TIME:  0.00993800163269043
SCORE:  6 / 30  ( 0.2 )
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
TIME:  0.024290084838867188
SCORE:  6 / 30  ( 0.2 )
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'pacote'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
TIME:  0.00958704948425293
SCORE:  7 / 30  ( 0.23333333333333334 )
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'ok'  [predicted:  get ; correct:  ok ]
TIME:  0.008927583694458008
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'adeus'  [predicted:  get ; correct:  bye ]
TIME:  0.012400150299072266
SCORE:  10 / 30  ( 0.3333333333333333 )
