b'Meus objetos'  [predicted:  help ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
b'tchau'  [predicted:  help ; correct:  bye ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  help ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  help ; correct:  get ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
b'Vai tomar no cu'  [predicted:  help ; correct:  bad ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'Chega q dia?'  [predicted:  help ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  help ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  help ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  help ; correct:  get ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'Listar'  [predicted:  help ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  help ; correct:  get ]
TIME:  0.006308794021606445
SCORE:  3 / 30  ( 0.1 )
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  get ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
TIME:  0.006188869476318359
SCORE:  8 / 30  ( 0.26666666666666666 )
b'sair'  [predicted:  get ; correct:  cancel ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'pacote'  [predicted:  get ; correct:  add ]
TIME:  0.008507013320922852
SCORE:  4 / 30  ( 0.13333333333333333 )
b'boa tarde'  [predicted:  help ; correct:  greeting ]
b'Minhas encomendas'  [predicted:  help ; correct:  get ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
b'parar'  [predicted:  help ; correct:  cancel ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  help ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  help ; correct:  add ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'Chega q dia?'  [predicted:  help ; correct:  get ]
b'boa noite'  [predicted:  help ; correct:  greeting ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  help ; correct:  greeting ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'Meus objetos'  [predicted:  help ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'sair'  [predicted:  help ; correct:  cancel ]
b'tchau'  [predicted:  help ; correct:  bye ]
b'para'  [predicted:  help ; correct:  cancel ]
b'Muito obrigada'  [predicted:  help ; correct:  thanks ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'Burro'  [predicted:  help ; correct:  bad ]
b'Como cadastrar um objeto?'  [predicted:  help ; correct:  help ]
b'bom dia'  [predicted:  help ; correct:  greeting ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  help ; correct:  get ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  help ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  help ; correct:  add ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
TIME:  0.006002902984619141
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Lista'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
TIME:  0.00675201416015625
SCORE:  8 / 30  ( 0.26666666666666666 )
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
TIME:  0.006064176559448242
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'para'  [predicted:  get ; correct:  cancel ]
TIME:  0.006670236587524414
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
TIME:  0.008581161499023438
SCORE:  6 / 30  ( 0.2 )
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
TIME:  0.006193876266479492
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Rastrear'  [predicted:  get ; correct:  get ]
