b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
TIME:  0.2686159610748291
SCORE:  7 / 30  ( 0.23333333333333334 )
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  get ; correct:  get ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  help ; correct:  add ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Gostaria de retirar'  [predicted:  help ; correct:  delete ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  help ; correct:  saymyname ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  help ; correct:  delete ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
TIME:  0.26557493209838867
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Checar minhas encomendas'  [predicted:  help ; correct:  get ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Apagar'  [predicted:  help ; correct:  delete ]
b'adicionar um novo pacote'  [predicted:  help ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'Lista'  [predicted:  help ; correct:  get ]
b'Listar'  [predicted:  help ; correct:  get ]
b'Ajuda'  [predicted:  help ; correct:  help ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'Beleza'  [predicted:  help ; correct:  ok ]
b'adicionar objeto'  [predicted:  help ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  help ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  help ; correct:  bye ]
b'Novo pacote'  [predicted:  help ; correct:  add ]
b'para'  [predicted:  help ; correct:  cancel ]
b'Novo'  [predicted:  help ; correct:  add ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'adeus'  [predicted:  help ; correct:  bye ]
b'adicionar'  [predicted:  help ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  help ; correct:  bye ]
b'Burro'  [predicted:  help ; correct:  bad ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'bom dia'  [predicted:  help ; correct:  greeting ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
b'parar'  [predicted:  help ; correct:  cancel ]
TIME:  0.2610750198364258
SCORE:  3 / 30  ( 0.1 )
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Novo'  [predicted:  get ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
TIME:  0.2661869525909424
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  get ; correct:  get ]
TIME:  0.2849860191345215
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Novo'  [predicted:  get ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
TIME:  0.26436710357666016
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Lista'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'ok'  [predicted:  get ; correct:  ok ]
TIME:  0.2624318599700928
SCORE:  8 / 30  ( 0.26666666666666666 )
b'adicionar'  [predicted:  get ; correct:  add ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
TIME:  0.26375722885131836
SCORE:  6 / 30  ( 0.2 )
b'sai'  [predicted:  help ; correct:  cancel ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Quero cadastrar'  [predicted:  help ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  help ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Minhas encomendas'  [predicted:  help ; correct:  get ]
b'Como cadastra?'  [predicted:  help ; correct:  help ]
b'Listar'  [predicted:  help ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  help ; correct:  add ]
b'rastrear um objeto'  [predicted:  help ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  help ; correct:  add ]
b'Muito obrigada'  [predicted:  help ; correct:  thanks ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  help ; correct:  saymyname ]
b'Retirar'  [predicted:  help ; correct:  delete ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  help ; correct:  get ]
b'Lista'  [predicted:  help ; correct:  get ]
b'Remover'  [predicted:  help ; correct:  delete ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'Como?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  help ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  help ; correct:  get ]
b'Meus objetos'  [predicted:  help ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
TIME:  0.2657737731933594
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'adicionar objeto'  [predicted:  help ; correct:  add ]
b'adicionar'  [predicted:  help ; correct:  add ]
b'Remover'  [predicted:  help ; correct:  delete ]
b'Quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  help ; correct:  add ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  help ; correct:  add ]
b'sai'  [predicted:  help ; correct:  cancel ]
b'Gostaria de Rastrear um objeto'  [predicted:  help ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  help ; correct:  add ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'cad\xc3\xaa'  [predicted:  help ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'Cadastro'  [predicted:  help ; correct:  add ]
TIME:  0.26413488388061523
SCORE:  3 / 30  ( 0.1 )
b'adicionar'  [predicted:  get ; correct:  add ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
