b'pacote'  [predicted:  ok ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Me ajuda'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Encomenda'  [predicted:  ok ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
TIME:  0.030964136123657227
SCORE:  10 / 30  ( 0.3333333333333333 )
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'ok'  [predicted:  ok ; correct:  ok ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  ok ; correct:  welcome ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Como cadastro?'  [predicted:  help ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  ok ; correct:  get ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'Vai tomar no cu'  [predicted:  ok ; correct:  bad ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
TIME:  0.02732682228088379
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Muito obrigado'  [predicted:  thanks ; correct:  thanks ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'adicionar objeto'  [predicted:  ok ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'boa noite'  [predicted:  greeting ; correct:  greeting ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Como funciona'  [predicted:  ok ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  ok ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'boa tarde'  [predicted:  greeting ; correct:  greeting ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o'  [predicted:  ok ; correct:  cancel ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  ok ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  greeting ; correct:  greeting ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  ok ; correct:  help ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
TIME:  0.033293962478637695
SCORE:  14 / 30  ( 0.4666666666666667 )
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
b'bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  ok ; correct:  welcome ]
b'Cadastrar'  [predicted:  ok ; correct:  add ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Burro'  [predicted:  ok ; correct:  bad ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  ok ; correct:  help ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  bye ; correct:  bye ]
b'ok'  [predicted:  ok ; correct:  ok ]
b'At\xc3\xa9 logo'  [predicted:  bye ; correct:  bye ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  ok ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
TIME:  0.029667139053344727
SCORE:  11 / 30  ( 0.36666666666666664 )
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  ok ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  add ; correct:  add ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'Como?'  [predicted:  ok ; correct:  help ]
TIME:  0.029103994369506836
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  delete ; correct:  saymyname ]
b'adicionar objeto'  [predicted:  add ; correct:  add ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  help ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  delete ; correct:  greeting ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  delete ; correct:  saymyname ]
b'Retirar'  [predicted:  delete ; correct:  delete ]
b'adicionar'  [predicted:  delete ; correct:  add ]
b'Visualizar rastreamento'  [predicted:  delete ; correct:  get ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'boa noite'  [predicted:  delete ; correct:  greeting ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  delete ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  delete ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  delete ; correct:  delete ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  delete ; correct:  add ]
b'adeus'  [predicted:  delete ; correct:  bye ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'sai'  [predicted:  delete ; correct:  cancel ]
b'boa tarde'  [predicted:  delete ; correct:  greeting ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'Vai tomar no cu'  [predicted:  delete ; correct:  bad ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Qual seu nome ?'  [predicted:  delete ; correct:  saymyname ]
TIME:  0.027093887329101562
SCORE:  10 / 30  ( 0.3333333333333333 )
b'deletar'  [predicted:  ok ; correct:  delete ]
b'ok'  [predicted:  ok ; correct:  ok ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  ok ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  welcome ; correct:  welcome ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'Qual seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'Vai tomar no cu'  [predicted:  ok ; correct:  bad ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
TIME:  0.035951852798461914
SCORE:  12 / 30  ( 0.4 )
b'Cadastrar encomenda'  [predicted:  bye ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  bye ; correct:  bye ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  bye ; correct:  bye ]
b'para'  [predicted:  bye ; correct:  cancel ]
b'Vai tomar no cu'  [predicted:  bye ; correct:  bad ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'Rastrear'  [predicted:  bye ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  bye ; correct:  get ]
b'Cadastro'  [predicted:  bye ; correct:  add ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  bye ; correct:  add ]
b'bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  bye ; correct:  help ]
b'Burro'  [predicted:  bye ; correct:  bad ]
b'Cadastrar'  [predicted:  bye ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  bye ; correct:  bad ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  bye ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'parar'  [predicted:  bye ; correct:  cancel ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bad ; correct:  bad ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
TIME:  0.0320432186126709
SCORE:  10 / 30  ( 0.3333333333333333 )
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  cancel ; correct:  welcome ]
b'Quero ver meus produtos'  [predicted:  cancel ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  cancel ; correct:  welcome ]
b'para'  [predicted:  cancel ; correct:  cancel ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'Chega q dia?'  [predicted:  cancel ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  cancel ; correct:  add ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  cancel ; correct:  add ]
b'Rastrear'  [predicted:  cancel ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  cancel ; correct:  saymyname ]
b'Novo'  [predicted:  cancel ; correct:  add ]
b'Qual seu nome ?'  [predicted:  cancel ; correct:  saymyname ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bad ; correct:  bad ]
b'C\xc3\xb3digo'  [predicted:  cancel ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  cancel ; correct:  greeting ]
b'boa tarde'  [predicted:  cancel ; correct:  greeting ]
b'ok'  [predicted:  cancel ; correct:  ok ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  cancel ; correct:  cancel ]
b'boa noite'  [predicted:  cancel ; correct:  greeting ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'Rastrear encomenda'  [predicted:  cancel ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  cancel ; correct:  add ]
TIME:  0.02940511703491211
SCORE:  10 / 30  ( 0.3333333333333333 )
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Encomenda'  [predicted:  welcome ; correct:  get ]
b'Todas'  [predicted:  welcome ; correct:  get ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'descadastrar'  [predicted:  welcome ; correct:  delete ]
b'Remover'  [predicted:  welcome ; correct:  delete ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'Registrar'  [predicted:  welcome ; correct:  add ]
b'Beleza'  [predicted:  welcome ; correct:  ok ]
b'Como funciona'  [predicted:  help ; correct:  help ]
b'Retirar'  [predicted:  welcome ; correct:  delete ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Todos'  [predicted:  welcome ; correct:  get ]
b'deletar'  [predicted:  welcome ; correct:  delete ]
b'Ajuda'  [predicted:  welcome ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  welcome ; correct:  get ]
b'Apagar'  [predicted:  welcome ; correct:  delete ]
b'sai'  [predicted:  welcome ; correct:  cancel ]
TIME:  0.031818389892578125
SCORE:  8 / 30  ( 0.26666666666666666 )
b'bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Como funciona'  [predicted:  cancel ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  cancel ; correct:  saymyname ]
b'Me ajuda'  [predicted:  cancel ; correct:  help ]
b'Burro'  [predicted:  cancel ; correct:  bad ]
b'Gostaria de registrar'  [predicted:  delete ; correct:  add ]
b'caralho'  [predicted:  cancel ; correct:  bad ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
