b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bye ; correct:  bad ]
b'gostaria de procurar um objeto'  [predicted:  bye ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Consultar'  [predicted:  bye ; correct:  get ]
TIME:  0.024698972702026367
SCORE:  7 / 30  ( 0.23333333333333334 )
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  ok ; correct:  delete ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'sai'  [predicted:  ok ; correct:  cancel ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  ok ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar'  [predicted:  ok ; correct:  delete ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
TIME:  0.02467203140258789
SCORE:  10 / 30  ( 0.3333333333333333 )
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar'  [predicted:  ok ; correct:  add ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'gostaria de procurar um objeto'  [predicted:  ok ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  ok ; correct:  help ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  ok ; correct:  welcome ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'ok'  [predicted:  ok ; correct:  ok ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
TIME:  0.02465200424194336
SCORE:  9 / 30  ( 0.3 )
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  bye ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  bye ; correct:  saymyname ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'Registrar'  [predicted:  bye ; correct:  add ]
b'Obrigado'  [predicted:  bye ; correct:  thanks ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  bye ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  bye ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  bye ; correct:  add ]
b'Checar minhas encomendas'  [predicted:  bye ; correct:  get ]
b'Qual seu nome ?'  [predicted:  bye ; correct:  saymyname ]
b'Como cadastro?'  [predicted:  bye ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  bye ; correct:  saymyname ]
b'Como cadastro uma encomenda?'  [predicted:  bye ; correct:  help ]
b'Chega q dia?'  [predicted:  bye ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  bye ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Apagar'  [predicted:  bye ; correct:  delete ]
b'como pode me ajudar'  [predicted:  bye ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  bye ; correct:  welcome ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Beleza'  [predicted:  bye ; correct:  ok ]
b'Obrigada'  [predicted:  bye ; correct:  thanks ]
b'Como funciona'  [predicted:  bye ; correct:  help ]
b'Vai tomar no cu'  [predicted:  bye ; correct:  bad ]
b'Ajuda'  [predicted:  bye ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
TIME:  0.02654290199279785
SCORE:  6 / 30  ( 0.2 )
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  ok ; correct:  help ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Quero rastrear um pacote'  [predicted:  ok ; correct:  get ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Quero rastrear uma encomenda'  [predicted:  ok ; correct:  get ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  ok ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  ok ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
TIME:  0.02509903907775879
SCORE:  5 / 30  ( 0.16666666666666666 )
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  ok ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  ok ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  ok ; correct:  saymyname ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
b'Meus itens'  [predicted:  ok ; correct:  get ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Listar comandos'  [predicted:  ok ; correct:  help ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar'  [predicted:  ok ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  ok ; correct:  help ]
TIME:  0.023277997970581055
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Todos'  [predicted:  ok ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  ok ; correct:  get ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'adicionar objeto'  [predicted:  ok ; correct:  add ]
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  ok ; correct:  get ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  ok ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Como cadastra a encomenda'  [predicted:  ok ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
TIME:  0.024411916732788086
SCORE:  3 / 30  ( 0.1 )
b'Como voc\xc3\xaa funciona'  [predicted:  thanks ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  thanks ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'cancela'  [predicted:  thanks ; correct:  cancel ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Entrega'  [predicted:  thanks ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'caralho'  [predicted:  thanks ; correct:  bad ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Encomenda'  [predicted:  thanks ; correct:  get ]
b'Como?'  [predicted:  thanks ; correct:  help ]
b'Novo'  [predicted:  thanks ; correct:  add ]
b'Novo pacote'  [predicted:  thanks ; correct:  add ]
b'Consulta'  [predicted:  thanks ; correct:  get ]
b'adicionar objeto'  [predicted:  thanks ; correct:  add ]
b'pacote'  [predicted:  thanks ; correct:  add ]
b'Visualizar rastreamento'  [predicted:  thanks ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  thanks ; correct:  get ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
b'gostaria de procurar um objeto'  [predicted:  thanks ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  thanks ; correct:  help ]
b'Como cadastra?'  [predicted:  thanks ; correct:  help ]
b'adeus'  [predicted:  thanks ; correct:  bye ]
b'Gostaria de registrar'  [predicted:  thanks ; correct:  add ]
b'adicionar'  [predicted:  thanks ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'cancelar'  [predicted:  thanks ; correct:  cancel ]
TIME:  0.024133920669555664
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  cancel ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  cancel ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  cancel ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  cancel ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'boa noite'  [predicted:  cancel ; correct:  greeting ]
b'gostaria de procurar um objeto'  [predicted:  cancel ; correct:  get ]
b'descadastrar'  [predicted:  cancel ; correct:  delete ]
b'Rastrear encomenda'  [predicted:  cancel ; correct:  get ]
b'adeus'  [predicted:  cancel ; correct:  bye ]
b'Meus objetos'  [predicted:  cancel ; correct:  get ]
b'adicionar objeto'  [predicted:  cancel ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'deletar'  [predicted:  cancel ; correct:  delete ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'adicionar'  [predicted:  cancel ; correct:  add ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Rastrear'  [predicted:  cancel ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Gostaria de registrar'  [predicted:  cancel ; correct:  add ]
b'boa tarde'  [predicted:  cancel ; correct:  greeting ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  cancel ; correct:  greeting ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Muito obrigada'  [predicted:  cancel ; correct:  thanks ]
b'Minhas encomendas'  [predicted:  cancel ; correct:  get ]
TIME:  0.024634838104248047
SCORE:  8 / 30  ( 0.26666666666666666 )
b'adicionar'  [predicted:  ok ; correct:  add ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  ok ; correct:  help ]
b'como sou avisado sobre minha encomenda?'  [predicted:  ok ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  ok ; correct:  help ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Muito obrigado'  [predicted:  ok ; correct:  thanks ]
b'N\xc3\xa3o'  [predicted:  ok ; correct:  cancel ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'adicionar objeto'  [predicted:  ok ; correct:  add ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'Novo pacote'  [predicted:  ok ; correct:  add ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  ok ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  ok ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'o que eu devo fazer?'  [predicted:  ok ; correct:  help ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'Onde est\xc3\xa1'  [predicted:  ok ; correct:  get ]
TIME:  0.025074005126953125
SCORE:  3 / 30  ( 0.1 )
b'Rastrear'  [predicted:  thanks ; correct:  get ]
b'Obrigada'  [predicted:  thanks ; correct:  thanks ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  thanks ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  thanks ; correct:  welcome ]
b'Obrigado'  [predicted:  thanks ; correct:  thanks ]
b'Rastrear encomenda'  [predicted:  thanks ; correct:  get ]
b'Quero cadastrar'  [predicted:  thanks ; correct:  add ]
b'boa tarde'  [predicted:  thanks ; correct:  greeting ]
b'Consulta'  [predicted:  thanks ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  thanks ; correct:  welcome ]
b'Registrar'  [predicted:  thanks ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'ok'  [predicted:  thanks ; correct:  ok ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  thanks ; correct:  help ]
b'Como funciona'  [predicted:  thanks ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  thanks ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  thanks ; correct:  add ]
